Text,Categories,Action Needed
অজ্ঞান হওয়ার পর রোগীর পালস খুব ধীর হয়ে গেছে এবং সে নিশ্বাস নিচ্ছে না।,Emergency,Immediately go to emergency department or call ambulance
গর্ভবতী মহিলার হঠাৎ অতিরিক্ত রক্তক্ষরণ এবং পেটে প্রচণ্ড মোচড়ানো ব্যথা শুরু হয়েছে।,Emergency,Immediately go to emergency department or call ambulance
মাথায় সরাসরি আঘাতের পর রোগী কয়েক মিনিটের জন্য অজ্ঞান হয়ে গিয়েছিল।,Emergency,Immediately go to emergency department or call ambulance
হঠাৎ শ্বাসকষ্টের সাথে সারা শরীর চুলকে চাকা হয়ে ফুলে যাচ্ছে।,Emergency,Immediately go to emergency department or call ambulance
"রোগী বিষ খেয়েছে এবং মুখ দিয়ে ফেনা বের হচ্ছে, এখন সে অচেতন।",Emergency,Immediately go to emergency department or call ambulance
হঠাৎ শরীরের তাপমাত্রা বেড়ে ১০৪ ডিগ্রি হয়ে গেছে আর রোগী প্রলাপ বকছেন।,Emergency,Immediately go to emergency department or call ambulance
শরীরের তাপমাত্রা ৯৬ ডিগ্রির নিচে নেমে গেছে আর হাত-পা বরফের মতো ঠান্ডা।,Emergency,Immediately go to emergency department or call ambulance
প্রচণ্ড জ্বরের সাথে ঘাড় শক্ত হয়ে গেছে আর আলো সহ্য করতে পারছি না।,Emergency,Immediately go to emergency department or call ambulance
বুকে প্রচণ্ড ব্যথার সাথে শ্বাসকষ্ট হচ্ছে আর শরীর ঠান্ডা হয়ে ঘাম দিচ্ছে।,Emergency,Immediately go to emergency department or call ambulance
জ্বরের ওষুধ খাওয়ার পর সারা শরীরে বড় বড় ফোসকা পড়ছে আর ঠোঁট ফুলে গেছে।,Emergency,Immediately go to emergency department or call ambulance
পায়ের বাছুর পেশিতে ব্যথার সাথে শ্বাসকষ্ট হচ্ছে এবং হঠাৎ পা ফুলে গেছে।,Emergency,Immediately go to emergency department or call ambulance
বিষ খাওয়ার পর রোগী শ্বাস নিতে পারছে না এবং অচেতন হয়ে পড়ে আছে।,Emergency,Immediately go to emergency department or call ambulance
হঠাৎ করে শ্বাস বন্ধ হয়ে রোগী নীল হয়ে গেছে এবং নাড়ি পাওয়া যাচ্ছে না।,Emergency,Immediately go to emergency department or call ambulance
অজ্ঞান হওয়ার পর রোগীর মুখ থেকে লালা বা ফেনা বের হচ্ছে এবং হাত-পা শক্ত।,Emergency,Immediately go to emergency department or call ambulance
পিঠের এক পাশে প্রচণ্ড ব্যথা যা তলপেটের দিকে ছড়িয়ে যাচ্ছে (কিডনি পাথর)।,Urgent,Seek medical care within 24–48 hours
মাথার পেছনের ব্যথার সাথে শরীরের ভারসাম্য হারিয়ে পড়ে যাচ্ছেন।,Urgent,Seek medical care within 24–48 hours
দম বন্ধ হয়ে আসার মতো কাশি আর নিঃশ্বাসের সাথে শাঁ শাঁ শব্দ হচ্ছে।,Urgent,Seek medical care within 24–48 hours
হঠাৎ সারা শরীর কাঁপছে আর রোগী উল্টোপাল্টা কথা বলছেন।,Urgent,Seek medical care within 24–48 hours
খুব জ্বরের সাথে বাচ্চার পেট ফুলে গেছে আর সে একদম নড়াচড়া করছে না।,Urgent,Seek medical care within 24–48 hours
