Text,Categories,Action Needed
???????? ??? ???? ???? ???? ??? ???? ???? ?? ???????? ?????????,Urgent,Seek medical care within 24–48 hours
?????? ???? ??????? ??? ? ????? ?????? ??? ??? ??? ???? ???? ???????,Urgent,Seek medical care within 24–48 hours
??????? ????? ??? ???? ???? ?? (Wheezing) ?? ?? ??? ?????? ??? ?????,Urgent,Seek medical care within 24–48 hours
???? ????? ???? ???? ???? ??? ??? ???????? ???????? ???,Urgent,Seek medical care within 24–48 hours
?????? ??? ?????? ??? ??? ?? ????? ?? ???? ??????? ????? ?????? ???,Urgent,Seek medical care within 24–48 hours
"??????? ???? ??? ???? ??? ?? ??? ?? ????, ??? ?? ??? ??? ????",Urgent,Seek medical care within 24–48 hours
???? ??? ?? ???? ??????? ??? ????? ?? ??? ?????? ????? ?????,Urgent,Seek medical care within 24–48 hours
??????? ??? ???? ????? ?? ???? ?? ?????? ?? ????? ?????,Urgent,Seek medical care within 24–48 hours
??????? ???? ????????? ?????? ??? ???? ???? ???? ?????? ??? ???,Urgent,Seek medical care within 24–48 hours
????? ?????? ?????? ????? ??? ?? ??? ?? ??? ???? ??? ????,Urgent,Seek medical care within 24–48 hours
??? ????? ???? ??????? ??? ????? ????? ?????? ?????? ?? ???? ??????,Urgent,Seek medical care within 24–48 hours
????? ??? ???? ????? ???? ???? ??? ????? ??? ?? ????? ????????? ?????? ??? ?????? ??? ????,Emergency,Immediately go to emergency department or call ambulance
?????? ???????????? ?????? ?????????? ?? ??????? ???? ???? ?????? ??? ??? ????? ???? ?????,Emergency,Immediately go to emergency department or call ambulance
????? ?????? ???? ???? ??? ???? ??? ? ????? ??????? ????? ????? ????? ?????? ??? ???? ??????? ??????,Emergency,Immediately go to emergency department or call ambulance
??????? ????? ???? ??????? ???? ????? ??? ??? ???? ???? ??? ??? ????? ?????? (Eclampsia)?,Emergency,Immediately go to emergency department or call ambulance
"???? ???? ??? ???? ??? ??????? ????? ??, ??????? ?? ? ??? ???????? ??? ?? ????????????",Emergency,Immediately go to emergency department or call ambulance
???????? ????? ????????? ?????? ???? ????? ????? ???? ???? ??? ???? ??? ?? ??????,Emergency,Immediately go to emergency department or call ambulance
???? ??? ????? ???????? ??? ???? ???? ?? ?? ???? ??? ???? ?????? ?????? ??????,Emergency,Immediately go to emergency department or call ambulance
??????? ????? ???? ???? ????? ???? ?? ??? ? ??? ???? ????? ????? ??? ???? ?????,Emergency,Immediately go to emergency department or call ambulance
???? ?????? ?????? ????? ???? ????????? ???? ???? ??? ????? ???? ???? ??? ??????,Emergency,Immediately go to emergency department or call ambulance
??????? ?????? ???? ?? ???? ???? ??? ???? ??? ?????? ??? ????? ??? ??? ?? ???? ?????,Emergency,Immediately go to emergency department or call ambulance
????? ?????? ????????? ???? ??? ?????? ??? ???? ??? ?? ????????????? ???-?? ??????,Emergency,Immediately go to emergency department or call ambulance
"???? ?????? ???? ?????? ?? ?????? ???? ?????, ??? ??? ???? ??? ??? ???? ????? ?????? ???",Emergency,Immediately go to emergency department or call ambulance
???? ????? ???? ???? ???? ?????? ???? ?????? ??? ??? ???? ????? ???? ???? ?????? ???,Emergency,Immediately go to emergency department or call ambulance
???? ??? ????? ????? ?? ??????? ??? ???? ??? ???? ????? ????? ????????? ???? ?????,Emergency,Immediately go to emergency department or call ambulance
??????? ?????? ?? ????? ???? ???????? ? ??? ???? ???? ????? ??????? ?? ???? ??? ?????,Emergency,Immediately go to emergency department or call ambulance
??????????? ??? ???? ??? ???? ?? ????? ???? ???? ???? ??? ???? ?????? ???? ?????????,Emergency,Immediately go to emergency department or call ambulance
????? ??????? ?????? ??? ???? ???? ???? ???? ??? ????? ?????? ??? ?????? ??? ????,Emergency,Immediately go to emergency department or call ambulance
????????? ???? ????? ?????? ?? ????? ???????? ???? ???? ??? ???? ??? ???????? ????? ?????? ???,Emergency,Immediately go to emergency department or call ambulance
??????? ????????? ?? ???? ???? ??? ???????? ?? ????? ???? ??? ??? ???? ??? ??? ????? ???????,Emergency,Immediately go to emergency department or call ambulance
?????? ????? ???????? (Button Battery) ???? ?????? ??? ??? ??? ? ??? ???? ????? ?? ???? ??? ??????,Emergency,Immediately go to emergency department or call ambulance
????????? ?????? ?? ???? ????? ????? ?????? ???? ??? ??? ????? ??? ??????? ??????,Emergency,Immediately go to emergency department or call ambulance
???? ????? ??? ????? ?? ????? ???? ????? ???? ??? ????? ??? ?? ????? ???? ?????,Emergency,Immediately go to emergency department or call ambulance
"???? ??? ????????? ??? ?????? ?? ???? ??????? ?????? ?????? ?????? ??, ?? ??? ??? ?????",Emergency,Immediately go to emergency department or call ambulance
??????? ?????? ???? ????? ???????? ?? ?? ???? ??? ???? ?????? ??? ?? ????????,Emergency,Immediately go to emergency department or call ambulance
??????? ?????? ??? ???? ???? ????? ???? ????? ??? ???? ?????? ????? ????????? ???? ??????,Emergency,Immediately go to emergency department or call ambulance
???? ????????? ???? ???? ??? ??? ??? ???? ??? ??????? ??? ???? ???????? ?????? ?????,Emergency,Immediately go to emergency department or call ambulance
??????? ???? ?????? ?? ???? ???? ?? ???? ???? ??? ???? ??? ?????? ??? ?? ???????,Emergency,Immediately go to emergency department or call ambulance
?????????? ????????? ?? ????? ?? ???? ?????? ???? ??? ????? ????? ??? ??? ??????,Emergency,Immediately go to emergency department or call ambulance
???? ???? ???? ?????? ?????? ???? ???? ???? ??? ??? ???? ?????? ???? ? ???? ??? ??????,Emergency,Immediately go to emergency department or call ambulance
????? ???????? ???????? ???? ??? ???? ?? ?? ????? ??? ??? ???? ???? ???? ????? ??? ?????,Emergency,Immediately go to emergency department or call ambulance
??????? ????????? ?? ???? ???? ????? ???? ?? ??? ??? ?????? ??? ?????? ??? ????? ???????,Emergency,Immediately go to emergency department or call ambulance
???? ????? ??? ???? ????? ??????????? ??? ????? ??? ??????? ?????? ??? ???????,Emergency,Immediately go to emergency department or call ambulance
?????? ?????? ?????? ????????? ???? ?????? ???????? ??????? ???? ??? ???????,Emergency,Immediately go to emergency department or call ambulance
???? ??????? ???? ????? ?? ?????? ?? ?????? ??????? ???? ??? ???????? ??? ?????,Emergency,Immediately go to emergency department or call ambulance
???? ??? ????? ??????????? ???????? ??? ???? ?????? ???? ???? ?????? ???? ???????,Emergency,Immediately go to emergency department or call ambulance
??????? ????? ????? ??????? ???? ???? ????? ???? ???? ??? ??? ???? ????? ??? ????,Emergency,Immediately go to emergency department or call ambulance
"??????? ????? ??????? ??? ??? ???? ??????? ??? ????, ??? ????? ??? ????? ???? ???? ?????",Emergency,Immediately go to emergency department or call ambulance
???? ??? ???? ???? ????? ???? ??? ???????? ?????? ??? ?????? ??? ??????? ???? ??????,Emergency,Immediately go to emergency department or call ambulance
??? ?????? ?? ?????? ???? ??????? ????? ??? ???? ?? ????? ??? ???? ???? ???????,Emergency,Immediately go to emergency department or call ambulance
????????? ?? ????? ??????? ???? ?? ???? ???? ??? ??? (?? ?? ????) ??? ?????,Emergency,Immediately go to emergency department or call ambulance
????? ????????? ???? ??? ???? (Hypoglycemia) ?? ???????? ????? ? ?????? ??? ?????,Emergency,Immediately go to emergency department or call ambulance
"????? ???? ????? ?????? ?? ???? ???????? ???? ???, ?????? ??? ?????? ??? ??? ???????",Emergency,Immediately go to emergency department or call ambulance
???? ???? ??????? ??????? ???? ???? ????? ???????? ????? ??? ???? ???? ???? ?????,Emergency,Immediately go to emergency department or call ambulance
???? ??? ???????? ???? ????? ???-?? ????? ??? ?????? ??? ???? ????? ?????? ???,Emergency,Immediately go to emergency department or call ambulance
???? ???? ??????? ????????? ??? ???? ???? ????? ?? ?? ???? ??? ????? ??? ??????,Emergency,Immediately go to emergency department or call ambulance
?????? ???? ???? ?????? ????? ?? ???? ???? ?????? ??? ??? ???? ???? ?????,Emergency,Immediately go to emergency department or call ambulance
????? ????? ???? ??? ????? ??? ???????? ????? ??? ???? ??? ??????? ????????? ??????,Emergency,Immediately go to emergency department or call ambulance
????? ??????? ?????? ???? ???? ??? ??????? ???? ????? ???? ???? ???? ??? ???? ??????,Emergency,Immediately go to emergency department or call ambulance
???? ??? ????? ???? ???? ??? ?? ????? ??? ???? ??? ?? ???? ???????? ?????? ???,Emergency,Immediately go to emergency department or call ambulance
???? ??????? ???? ?????? ?????? ?? ??? ???? ???? ??? ???? ??? ????? ?????????,Emergency,Immediately go to emergency department or call ambulance
?? ?????? ??? ??? ????? ?????? ????? ??????? ????? ??? ?? ???? ????? ??? ?????,Urgent,Seek medical care within 24–48 hours
????? ???? ???? ???? ???? ??? ????? ??? ??? ????? ???? ????? ???? ??????? ??????,Urgent,Seek medical care within 24–48 hours
????? ????? ????????? ???? ?? ????? ???? ??? ??? ???? ??? ????? ???? ?? ?????,Urgent,Seek medical care within 24–48 hours
??????? ?????? ???? ???????? ???? ??? ????? ?????? ????? ??? ??????? ??? ????????,Urgent,Seek medical care within 24–48 hours
?? ?????? ??? ?????? ??????? ???? ??? ????? ???? ???? ???? ?? ??? ??????,Urgent,Seek medical care within 24–48 hours
???? ???? ???? ??? ???? ??? ??? ??? ??? ????? ??? ??? ????? ?????????? ???? (Shingles)?,Urgent,Seek medical care within 24–48 hours
"?????? ?????? ?????? ??? ? ??? ???? ???? ??? ????, ??? ??? ??? ?????? ???",Urgent,Seek medical care within 24–48 hours
??????? ?? ? ??? ??? ?????? ???? ????????? ??? ???? ???? ?????????? ?????,Urgent,Seek medical care within 24–48 hours
????? ???? ??? ???????? ??? ??? ???? ??? ????? ??? ???? ?? ???? ??? ??????,Urgent,Seek medical care within 24–48 hours
?? ?? ??? ???? ??? ????? ?? ???? ???? ????? ?????? ??????? ??? ??? ???? ?????,Urgent,Seek medical care within 24–48 hours
???? ???? ???? ??? ??? ?? ??????? ??? ????? ??? ????? ?? ?? ???? ????? ?????? ???,Urgent,Seek medical care within 24–48 hours
"???? ??? ???? ????? ????? ??? ?????? ?????, ???? ??? ???? ????? ???",Urgent,Seek medical care within 24–48 hours
??????? ???? ???? ???? ??? ????? ??????? ??? ??? ?????? ????? ?? ???? ?????,Urgent,Seek medical care within 24–48 hours
???? ????? ???? ???? ???? ???? ?????? ??? ???? ????? ????? ????? ???? ??????,Urgent,Seek medical care within 24–48 hours
?????? ??? ?? ???? ???? ?????? ???? ??? ???? ??? ?????? ??? ????? ?????? ???,Urgent,Seek medical care within 24–48 hours
????? ?????? ????? ??? ? ????? ?? ???? ???? ??? ? ??? ??? ????,Urgent,Seek medical care within 24–48 hours
?? ?? ????? ??? ????? ??? ?????? ???? ?????? ????? ?? ???? ??? ??????,Urgent,Seek medical care within 24–48 hours
?????? ??? ????? ??? ???? ????? ????? ?? ?????????? ?????? ???? ???? ?????,Urgent,Seek medical care within 24–48 hours
??? ?????? ?????? ???? ???? ????? ????? ??????? ????? ??? ??? ?????? ?????,Urgent,Seek medical care within 24–48 hours
????? ???? ??????????? ??? ?? ???? ???????? ???? ??? ???? ???? ??? ????,Urgent,Seek medical care within 24–48 hours
?????? ????? ???? ?????????? ???? ?? ?????? ??? ??? ??? ????? ?? ??? ????????,Urgent,Seek medical care within 24–48 hours
??????? ??? ? ???? ??????? ??? ??? ???? ???? ?????? ??? ?? ??? ??????????,Urgent,Seek medical care within 24–48 hours
???? ??????? ??? ??? ???/?? ??? ???? ??? ????? ?? ???? ??? ??? ??????,Urgent,Seek medical care within 24–48 hours
??????? ????? ?? ????? ???????? ?? ??????? ??? ??? ???? ???? ??? ???????,Urgent,Seek medical care within 24–48 hours
????? ?????? ?????? ???? ?? ??? ???? ??? ??? ???? ???? ????? ????? ??????,Urgent,Seek medical care within 24–48 hours
???? ?? ???? ????? ????? ???? ?????????? ????? ??? ???? ???? ???? ???????,Urgent,Seek medical care within 24–48 hours
??????? ???? ???? ??? ???? ?? ??? ?????? ??? ?? ??? ???? ??? ???????,Urgent,Seek medical care within 24–48 hours
??????? ????? ????? ????? ????? ??? ??? ????? ??? ????? ?????? ??????,Urgent,Seek medical care within 24–48 hours
????? ???? ?????? ?? ?????? ???? ???? ???? ???? ? ???? ??? ??????,Urgent,Seek medical care within 24–48 hours
????? ???? ???? ???? ????????? ??? ??? ???? ??? ??? ???? ?????? ???,Urgent,Seek medical care within 24–48 hours
??? ???? ????? ?? ???? ???? ???? ??? ???? ??? ????? ???? ?????? ??? ???????,Urgent,Seek medical care within 24–48 hours
??????? ??????? ???? ???? ??? ????? ??? ?? ??????? ? ?????? ?????? ????? ???,Urgent,Seek medical care within 24–48 hours
?????????? ????? ???? ????? ?????? ????? ???? ??? ??? ?? ???? ?????? ???,Urgent,Seek medical care within 24–48 hours
???? ????? ??????? ?????? ???? ??? ? ??? ?? ?????? ????? ???????,Urgent,Seek medical care within 24–48 hours
???? ???? ??? ???? ??? ???-?? ?????? ??? ???? ???????? ???? ??????? ??????,Urgent,Seek medical care within 24–48 hours
??????? ?????????? ?? ???? ??? ??????? ?? ????? ??????? ??? ????? ??? ?????,Urgent,Seek medical care within 24–48 hours
?????? ???? ?? ????? ??????? ?? ???????? ????? ??? ????? ???????? ?????,Urgent,Seek medical care within 24–48 hours
????? ??????? ????????? ????? ?????? ??? ?????? ?? ???? ?????? ??????...,Urgent,Seek medical care within 24–48 hours
??????? ????? ??? ? ??? ???? ?????????? ???? ???? ??? ?????? ????? ??????,Urgent,Seek medical care within 24–48 hours
???????? ???? ?? ??????? ??? ???? ???????? ??? ?? ????? ??????,Urgent,Seek medical care within 24–48 hours
?????????? ?????? ????? ?? ??? ????? ?????? ??? ???? ?? ??? ???? ????? ???,Urgent,Seek medical care within 24–48 hours
???? ?? ???? ??????? ???? ???????? ?? ??????? ???? ???? ??? ?????,Urgent,Seek medical care within 24–48 hours
??????? ???? ??? ?????? ??? ??? ???? ??? ?? ??? ???? ??? ?????????,Urgent,Seek medical care within 24–48 hours
????? ??? ???? ??? ????? ????? ???????? ?????? ???? ???? ????? ?????,Urgent,Seek medical care within 24–48 hours
???????? ???????? ??? ??? ???????? ???? ??????? ?? ?????? ?????,Urgent,Seek medical care within 24–48 hours
???????? ????? ????????? ?? ????????? ????? ?? ????? ???? ????? ???????,Urgent,Seek medical care within 24–48 hours
??????? ??? ???????? ????? ?? ?? ???? ????? ???? ?????? ?????? ???????,Urgent,Seek medical care within 24–48 hours
???? ??? ??????? ??????? ?? ??? ???? ???? ??? ????? ???? ???????? ??????,Urgent,Seek medical care within 24–48 hours
????? ???? ??? ????? ???? ???? ???? ??? ??????? ??? ??? ???? ??? ????,Urgent,Seek medical care within 24–48 hours
???? ???? ??? ????? ?????? ???????? ????? ????? ?? ??? ??? ??????????? ???? ?????,Emergency,Immediately go to emergency department or call ambulance
?????? ??? ??? ?????? ???? ?? ???? ???? ???? ?????? ??? ??? ???? ??? ??? ???????,Emergency,Immediately go to emergency department or call ambulance
???? ??? ???? ???? ??? ??? ???? ??? ???? ????????-???????? ????????? ?????? ???????,Emergency,Immediately go to emergency department or call ambulance
??? ????? ??? ?? ??????? ???? ???? ?? ?? ?? ????? ??? ???? ???? ???????,Emergency,Immediately go to emergency department or call ambulance
????? ???????? ???? ???? ??? ???? ????? ?? ??? ??? ??? ???? ???????,Emergency,Immediately go to emergency department or call ambulance
